,Jugadores,F. Nacim./Edad,Valor de mercado,Temporada,Valor de mercado (num),League,Team
69,Unai Gómez Mediocentro ofensivo,25/05/2003 (20),100 mil €,2022/2023,100000.0,laliga,athletic-bilbao
72,Nico Williams Extremo izquierdo,12/07/2002 (20),"30,00 mill. €",2022/2023,30000000.0,laliga,athletic-bilbao
75,Álex Berenguer Extremo izquierdo,04/07/1995 (27),"15,00 mill. €",2022/2023,15000000.0,laliga,athletic-bilbao
78,Jon Morcillo Extremo izquierdo,15/09/1998 (24),"3,00 mill. €",2022/2023,3000000.0,laliga,athletic-bilbao
81,Iñaki Williams Extremo derecho,15/06/1994 (29),"25,00 mill. €",2022/2023,25000000.0,laliga,athletic-bilbao
84,Adu Ares Extremo derecho,12/10/2001 (21),500 mil €,2022/2023,500000.0,laliga,athletic-bilbao
87,Asier Villalibre Delantero centro,30/09/1997 (25),"2,50 mill. €",2022/2023,2500000.0,laliga,athletic-bilbao
90,Gorka Guruzeta Delantero centro,12/09/1996 (26),"2,00 mill. €",2022/2023,2000000.0,laliga,athletic-bilbao
0,Sergio Herrera Portero,05/06/1993 (30),"8,00 mill. €",2022/2023,8000000.0,laliga,ca-osasuna
3,Aitor Fernández Portero,03/05/1991 (32),"3,00 mill. €",2022/2023,3000000.0,laliga,ca-osasuna
6,Juan Pérez Portero,15/07/1996 (26),600 mil €,2022/2023,600000.0,laliga,ca-osasuna
9,Darío Ramos Portero,19/10/1999 (23),200 mil €,2022/2023,200000.0,laliga,ca-osasuna
12,Pablo Valencia Portero,16/03/2001 (22),200 mil €,2022/2023,200000.0,laliga,ca-osasuna
15,Yoel Ramírez Portero,05/02/2002 (21),50 mil €,2022/2023,50000.0,laliga,ca-osasuna
18,David García Defensa central,14/02/1994 (29),"20,00 mill. €",2022/2023,20000000.0,laliga,ca-osasuna
21,Unai García Defensa central,03/02/1992 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,ca-osasuna
24,Aridane Hernández Defensa central,23/03/1989 (34),"1,00 mill. €",2022/2023,1000000.0,laliga,ca-osasuna
27,Jorge Herrando Defensa central,28/02/2001 (22),400 mil €,2022/2023,400000.0,laliga,ca-osasuna
30,Manu Sánchez Lateral izquierdo,24/08/2000 (22),"10,00 mill. €",2022/2023,10000000.0,laliga,ca-osasuna
33,Juan Cruz Lateral izquierdo,28/07/1992 (30),"2,50 mill. €",2022/2023,2500000.0,laliga,ca-osasuna
36,Nacho Vidal Lateral derecho,24/01/1995 (28),"5,00 mill. €",2022/2023,5000000.0,laliga,ca-osasuna
39,Rubén Peña Lateral derecho,18/07/1991 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,ca-osasuna
42,Diego Moreno Lateral derecho,21/06/2001 (22),800 mil €,2022/2023,800000.0,laliga,ca-osasuna
45,Lucas Torró Pivote,19/07/1994 (28),"8,00 mill. €",2022/2023,8000000.0,laliga,ca-osasuna
48,Iker Muñoz Pivote,05/09/2002 (20),500 mil €,2022/2023,500000.0,laliga,ca-osasuna
51,Jon Moncayola Mediocentro,13/05/1998 (25),"12,00 mill. €",2022/2023,12000000.0,laliga,ca-osasuna
54,Darko Brasanac Mediocentro,12/02/1992 (31),"2,00 mill. €",2022/2023,2000000.0,laliga,ca-osasuna
57,Pablo Ibáñez Mediocentro,20/09/1998 (24),"1,50 mill. €",2022/2023,1500000.0,laliga,ca-osasuna
60,Aimar Oroz Mediocentro ofensivo,27/11/2001 (21),"15,00 mill. €",2022/2023,15000000.0,laliga,ca-osasuna
63,Roberto Torres Mediocentro ofensivo,07/03/1989 (34),"1,20 mill. €",2022/2023,1200000.0,laliga,ca-osasuna
66,Javi Martínez Mediocentro ofensivo,22/12/1999 (23),"1,00 mill. €",2022/2023,1000000.0,laliga,ca-osasuna
69,Abde Ezzalzouli Extremo izquierdo,17/12/2001 (21),"15,00 mill. €",2022/2023,15000000.0,laliga,ca-osasuna
72,Moi Gómez Extremo izquierdo,23/06/1994 (29),"10,00 mill. €",2022/2023,10000000.0,laliga,ca-osasuna
75,Rubén García Extremo derecho,14/07/1993 (29),"6,00 mill. €",2022/2023,6000000.0,laliga,ca-osasuna
78,Kike Barja Extremo derecho,01/04/1997 (26),"4,00 mill. €",2022/2023,4000000.0,laliga,ca-osasuna
81,Iker Benito Extremo derecho,10/08/2002 (20),300 mil €,2022/2023,300000.0,laliga,ca-osasuna
84,Chimy Ávila Delantero centro,06/02/1994 (29),"9,00 mill. €",2022/2023,9000000.0,laliga,ca-osasuna
87,Ante Budimir Delantero centro,22/07/1991 (31),"6,00 mill. €",2022/2023,6000000.0,laliga,ca-osasuna
90,Kike García Delantero centro,25/11/1989 (33),"1,80 mill. €",2022/2023,1800000.0,laliga,ca-osasuna
0,Paulo Gazzaniga Portero,02/01/1992 (31),"3,00 mill. €",2022/2023,3000000.0,laliga,fc-girona
3,Juan Carlos Portero,20/01/1988 (35),300 mil €,2022/2023,300000.0,laliga,fc-girona
6,Toni Fuidias Portero,15/04/2001 (22),300 mil €,2022/2023,300000.0,laliga,fc-girona
9,Lluc Matas Portero,05/07/2003 (19),-,2022/2023,0.0,laliga,fc-girona
12,Santiago Bueno Defensa central,09/11/1998 (24),"8,00 mill. €",2022/2023,8000000.0,laliga,fc-girona
15,David López Defensa central,09/10/1989 (33),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-girona
18,Alexander Callens Defensa central,04/05/1992 (31),"1,80 mill. €",2022/2023,1800000.0,laliga,fc-girona
21,Bernardo Espinosa Defensa central,11/07/1989 (33),"1,50 mill. €",2022/2023,1500000.0,laliga,fc-girona
24,Juanpe Defensa central,30/04/1991 (32),"1,50 mill. €",2022/2023,1500000.0,laliga,fc-girona
27,Eric Monjonell Defensa central,06/12/2001 (21),300 mil €,2022/2023,300000.0,laliga,fc-girona
30,Biel Farrés Defensa central,01/05/2002 (21),-,2022/2023,0.0,laliga,fc-girona
33,Miguel Gutiérrez Lateral izquierdo,27/07/2001 (21),"10,00 mill. €",2022/2023,10000000.0,laliga,fc-girona
36,Javi Hernández Lateral izquierdo,02/05/1998 (25),"2,50 mill. €",2022/2023,2500000.0,laliga,fc-girona
39,Arnau Martínez Lateral derecho,25/04/2003 (20),"15,00 mill. €",2022/2023,15000000.0,laliga,fc-girona
42,Yan Couto Lateral derecho,03/06/2002 (21),"4,00 mill. €",2022/2023,4000000.0,laliga,fc-girona
45,Oriol Romeu Pivote,24/09/1991 (31),"5,00 mill. €",2022/2023,5000000.0,laliga,fc-girona
48,Ramón Terrats Pivote,18/10/2000 (22),"4,00 mill. €",2022/2023,4000000.0,laliga,fc-girona
51,Ibrahima Kébé Pivote,02/08/2000 (22),500 mil €,2022/2023,500000.0,laliga,fc-girona
54,Aleix García Mediocentro,28/06/1997 (26),"10,00 mill. €",2022/2023,10000000.0,laliga,fc-girona
57,Yangel Herrera Mediocentro,07/01/1998 (25),"5,00 mill. €",2022/2023,5000000.0,laliga,fc-girona
60,Álex Sala Mediocentro,09/04/2001 (22),200 mil €,2022/2023,200000.0,laliga,fc-girona
63,Iván Martín Mediocentro ofensivo,14/02/1999 (24),"3,00 mill. €",2022/2023,3000000.0,laliga,fc-girona
66,Reinier Mediocentro ofensivo,19/01/2002 (21),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-girona
69,Borja García Mediocentro ofensivo,02/11/1990 (32),"1,00 mill. €",2022/2023,1000000.0,laliga,fc-girona
72,Samu Saiz Mediocentro ofensivo,22/01/1991 (32),900 mil €,2022/2023,900000.0,laliga,fc-girona
75,Ricard Artero Mediocentro ofensivo,05/02/2003 (20),-,2022/2023,0.0,laliga,fc-girona
78,Rodrigo Riquelme Extremo izquierdo,02/04/2000 (23),"12,00 mill. €",2022/2023,12000000.0,laliga,fc-girona
81,Toni Villa Extremo izquierdo,07/01/1995 (28),"2,50 mill. €",2022/2023,2500000.0,laliga,fc-girona
84,Óscar Ureña Extremo izquierdo,31/05/2003 (20),400 mil €,2022/2023,400000.0,laliga,fc-girona
87,Joel Roca Extremo izquierdo,07/06/2005 (18),-,2022/2023,0.0,laliga,fc-girona
90,Viktor Tsygankov Extremo derecho,15/11/1997 (25),"22,00 mill. €",2022/2023,22000000.0,laliga,fc-girona
93,Valery Fernández Extremo derecho,23/11/1999 (23),"1,50 mill. €",2022/2023,1500000.0,laliga,fc-girona
96,Manu Vallejo Mediapunta,14/02/1997 (26),"2,40 mill. €",2022/2023,2400000.0,laliga,fc-girona
99,Taty Castellanos Delantero centro,03/10/1998 (24),"15,00 mill. €",2022/2023,15000000.0,laliga,fc-girona
102,Cristhian Stuani Delantero centro,12/10/1986 (36),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-girona
105,Pau Víctor Delantero centro,26/11/2001 (21),300 mil €,2022/2023,300000.0,laliga,fc-girona
108,Dawda Camara Delantero centro,04/11/2002 (20),-,2022/2023,0.0,laliga,fc-girona
0,Agustín Marchesín Portero,16/03/1988 (35),"2,00 mill. €",2022/2023,2000000.0,laliga,celta-vigo
3,Iván Villar Portero,09/07/1997 (25),"2,00 mill. €",2022/2023,2000000.0,laliga,celta-vigo
6,Christian Joel Portero,09/07/1999 (23),500 mil €,2022/2023,500000.0,laliga,celta-vigo
9,Coke Carrillo Portero,07/01/2002 (21),100 mil €,2022/2023,100000.0,laliga,celta-vigo
12,Ruly García Portero,27/01/2000 (23),50 mil €,2022/2023,50000.0,laliga,celta-vigo
15,Diego Alves Portero,24/06/1985 (38),-,2022/2023,0.0,laliga,celta-vigo
18,Joseph Aidoo Defensa central,29/09/1995 (27),"8,00 mill. €",2022/2023,8000000.0,laliga,celta-vigo
21,Unai Núñez Defensa central,30/01/1997 (26),"6,00 mill. €",2022/2023,6000000.0,laliga,celta-vigo
24,Carlos Domínguez Defensa central,11/02/2001 (22),800 mil €,2022/2023,800000.0,laliga,celta-vigo
27,Sergio Barcia Defensa central,31/12/2000 (22),300 mil €,2022/2023,300000.0,laliga,celta-vigo
30,Javi Domínguez Defensa central,26/03/2001 (22),200 mil €,2022/2023,200000.0,laliga,celta-vigo
33,Javi Galán Lateral izquierdo,19/11/1994 (28),"12,00 mill. €",2022/2023,12000000.0,laliga,celta-vigo
36,Fernando Medrano Lateral izquierdo,26/03/2000 (23),200 mil €,2022/2023,200000.0,laliga,celta-vigo
39,Tincho Conde Lateral izquierdo,25/03/2003 (20),150 mil €,2022/2023,150000.0,laliga,celta-vigo
42,Hugo Mallo Lateral derecho,22/06/1991 (32),"3,00 mill. €",2022/2023,3000000.0,laliga,celta-vigo
45,Óscar Mingueza Lateral derecho,13/05/1999 (24),"2,50 mill. €",2022/2023,2500000.0,laliga,celta-vigo
48,Kevin Vázquez Lateral derecho,23/03/1993 (30),"1,00 mill. €",2022/2023,1000000.0,laliga,celta-vigo
51,Renato Tapia Pivote,28/07/1995 (27),"6,00 mill. €",2022/2023,6000000.0,laliga,celta-vigo
54,Gabri Veiga Mediocentro,27/05/2002 (21),"30,00 mill. €",2022/2023,30000000.0,laliga,celta-vigo
57,Fran Beltrán Mediocentro,03/02/1999 (24),"15,00 mill. €",2022/2023,15000000.0,laliga,celta-vigo
60,Luca de la Torre Mediocentro,23/05/1998 (25),"3,00 mill. €",2022/2023,3000000.0,laliga,celta-vigo
63,Hugo Sotelo Mediocentro,19/12/2003 (19),150 mil €,2022/2023,150000.0,laliga,celta-vigo
66,Augusto Solari Interior derecho,03/01/1992 (31),"1,50 mill. €",2022/2023,1500000.0,laliga,celta-vigo
69,Óscar Rodríguez Mediocentro ofensivo,28/06/1998 (25),"8,00 mill. €",2022/2023,8000000.0,laliga,celta-vigo
72,Miguel Baeza Mediocentro ofensivo,27/03/2000 (23),900 mil €,2022/2023,900000.0,laliga,celta-vigo
75,Franco Cervi Extremo izquierdo,26/05/1994 (29),"3,00 mill. €",2022/2023,3000000.0,laliga,celta-vigo
78,Williot Swedberg Extremo izquierdo,01/02/2004 (19),"3,00 mill. €",2022/2023,3000000.0,laliga,celta-vigo
81,Hugo Álvarez Extremo izquierdo,02/07/2003 (19),200 mil €,2022/2023,200000.0,laliga,celta-vigo
84,Carles Pérez Extremo derecho,16/02/1998 (25),"5,00 mill. €",2022/2023,5000000.0,laliga,celta-vigo
87,Miguel Rodríguez Extremo derecho,29/04/2003 (20),"1,00 mill. €",2022/2023,1000000.0,laliga,celta-vigo
90,Jørgen Strand Larsen Delantero centro,06/02/2000 (23),"11,00 mill. €",2022/2023,11000000.0,laliga,celta-vigo
93,Iago Aspas Delantero centro,01/08/1987 (35),"6,00 mill. €",2022/2023,6000000.0,laliga,celta-vigo
96,Haris Seferovic Delantero centro,22/02/1992 (31),"4,00 mill. €",2022/2023,4000000.0,laliga,celta-vigo
99,Gonçalo Paciência Delantero centro,01/08/1994 (28),"2,00 mill. €",2022/2023,2000000.0,laliga,celta-vigo
102,Pablo Durán Delantero centro,25/05/2001 (22),250 mil €,2022/2023,250000.0,laliga,celta-vigo
105,Fran López Delantero centro,24/01/2002 (21),-,2022/2023,0.0,laliga,celta-vigo
0,David Soria Portero,04/04/1993 (30),"8,00 mill. €",2022/2023,8000000.0,laliga,fc-getafe
3,Diego Conde Portero,28/10/1998 (24),300 mil €,2022/2023,300000.0,laliga,fc-getafe
6,Kiko Casilla Portero,02/10/1986 (36),300 mil €,2022/2023,300000.0,laliga,fc-getafe
9,Vicente Bellmunt Portero,28/01/2000 (23),-,2022/2023,0.0,laliga,fc-getafe
12,Djené Defensa central,31/12/1991 (31),"5,00 mill. €",2022/2023,5000000.0,laliga,fc-getafe
15,Gastón Álvarez Defensa central,24/03/2000 (23),"5,00 mill. €",2022/2023,5000000.0,laliga,fc-getafe
18,Domingos Duarte Defensa central,10/03/1995 (28),"5,00 mill. €",2022/2023,5000000.0,laliga,fc-getafe
21,Omar Alderete Defensa central,26/12/1996 (26),"4,00 mill. €",2022/2023,4000000.0,laliga,fc-getafe
24,Stefan Mitrovic Defensa central,22/05/1990 (33),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-getafe
27,Álex Revuelta Defensa central,16/04/2000 (23),-,2022/2023,0.0,laliga,fc-getafe
30,Pablo Ramírez Defensa central,18/03/2003 (20),-,2022/2023,0.0,laliga,fc-getafe
33,Fabrizio Angileri Lateral izquierdo,15/03/1994 (29),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-getafe
36,Jordan Amavi Lateral izquierdo,09/03/1994 (29),"2,00 mill. €",2022/2023,2000000.0,laliga,fc-getafe
39,Koffi Lateral izquierdo,20/11/2001 (21),200 mil €,2022/2023,200000.0,laliga,fc-getafe
42,Gorka Rivera Lateral izquierdo,01/08/2004 (18),-,2022/2023,0.0,laliga,fc-getafe
45,Juan Iglesias Lateral derecho,03/07/1998 (24),"3,50 mill. €",2022/2023,3500000.0,laliga,fc-getafe
48,Damián Suárez Lateral derecho,27/04/1988 (35),"1,00 mill. €",2022/2023,1000000.0,laliga,fc-getafe
51,Alex Rodríguez Lateral derecho,21/03/2002 (21),50 mil €,2022/2023,50000.0,laliga,fc-getafe
54,Ángel Algobia Pivote,23/06/1999 (24),"1,50 mill. €",2022/2023,1500000.0,laliga,fc-getafe
57,Carles Aleñá Mediocentro,05/01/1998 (25),"9,00 mill. €",2022/2023,9000000.0,laliga,fc-getafe
60,Mauro Arambarri Mediocentro,30/09/1995 (27),"9,00 mill. €",2022/2023,9000000.0,laliga,fc-getafe
63,Nemanja Maksimovic Mediocentro,26/01/1995 (28),"6,00 mill. €",2022/2023,6000000.0,laliga,fc-getafe
66,Luis Milla Mediocentro,07/10/1994 (28),"4,00 mill. €",2022/2023,4000000.0,laliga,fc-getafe
69,Gonzalo Villar Mediocentro,23/03/1998 (25),"2,80 mill. €",2022/2023,2800000.0,laliga,fc-getafe
72,Jaime Seoane Mediocentro,22/01/1997 (26),"2,50 mill. €",2022/2023,2500000.0,laliga,fc-getafe
75,John Patrick Mediocentro,24/09/2003 (19),500 mil €,2022/2023,500000.0,laliga,fc-getafe
78,Santi García Mediocentro ofensivo,29/08/2001 (21),50 mil €,2022/2023,50000.0,laliga,fc-getafe
81,Moi Parra Extremo izquierdo,04/06/2002 (21),-,2022/2023,0.0,laliga,fc-getafe
84,Portu Extremo derecho,21/05/1992 (31),"3,50 mill. €",2022/2023,3500000.0,laliga,fc-getafe
87,Munir El Haddadi Extremo derecho,01/09/1995 (27),"3,50 mill. €",2022/2023,3500000.0,laliga,fc-getafe
90,Enes Ünal Delantero centro,10/05/1997 (26),"25,00 mill. €",2022/2023,25000000.0,laliga,fc-getafe
93,Borja Mayoral Delantero centro,05/04/1997 (26),"9,00 mill. €",2022/2023,9000000.0,laliga,fc-getafe
96,Juanmi Latasa Delantero centro,23/03/2001 (22),"3,00 mill. €",2022/2023,3000000.0,laliga,fc-getafe
99,Jaime Mata Delantero centro,24/10/1988 (34),"1,20 mill. €",2022/2023,1200000.0,laliga,fc-getafe
0,Benjamin Lecomte Portero,26/04/1991 (32),"4,00 mill. €",2022/2023,4000000.0,laliga,espanyol-barcelona
3,Fernando Pacheco Portero,18/05/1992 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
6,Álvaro Fernández Portero,13/04/1998 (25),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
9,Joan García Portero,04/05/2001 (22),400 mil €,2022/2023,400000.0,laliga,espanyol-barcelona
12,Ángel Fortuño Portero,05/10/2001 (21),300 mil €,2022/2023,300000.0,laliga,espanyol-barcelona
15,César Montes Defensa central,24/02/1997 (26),"8,00 mill. €",2022/2023,8000000.0,laliga,espanyol-barcelona
18,Leandro Cabrera Defensa central,17/06/1991 (32),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
21,Fernando Calero Defensa central,14/09/1995 (27),"2,00 mill. €",2022/2023,2000000.0,laliga,espanyol-barcelona
24,Sergi Gómez Defensa central,28/03/1992 (31),"2,00 mill. €",2022/2023,2000000.0,laliga,espanyol-barcelona
27,Simo Keddari Defensa central,03/02/2005 (18),500 mil €,2022/2023,500000.0,laliga,espanyol-barcelona
30,Brian Oliván Lateral izquierdo,01/04/1994 (29),"6,00 mill. €",2022/2023,6000000.0,laliga,espanyol-barcelona
33,Adrià Pedrosa Lateral izquierdo,13/05/1998 (25),"5,00 mill. €",2022/2023,5000000.0,laliga,espanyol-barcelona
36,Ronaël Pierre-Gabriel Lateral derecho,13/06/1998 (25),"3,50 mill. €",2022/2023,3500000.0,laliga,espanyol-barcelona
39,Óscar Gil Lateral derecho,26/04/1998 (25),"3,00 mill. €",2022/2023,3000000.0,laliga,espanyol-barcelona
42,Rubén Sánchez Lateral derecho,04/02/2001 (22),700 mil €,2022/2023,700000.0,laliga,espanyol-barcelona
45,Omar El Hilali Lateral derecho,12/09/2003 (19),500 mil €,2022/2023,500000.0,laliga,espanyol-barcelona
48,Vini Souza Pivote,17/06/1999 (24),"6,00 mill. €",2022/2023,6000000.0,laliga,espanyol-barcelona
51,Sergi Darder Mediocentro,22/12/1993 (29),"16,00 mill. €",2022/2023,16000000.0,laliga,espanyol-barcelona
54,Edu Expósito Mediocentro,01/08/1996 (26),"4,00 mill. €",2022/2023,4000000.0,laliga,espanyol-barcelona
57,Keidi Bare Mediocentro,28/08/1997 (25),"3,00 mill. €",2022/2023,3000000.0,laliga,espanyol-barcelona
60,José Gragera Mediocentro,14/05/2000 (23),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
63,Pol Lozano Mediocentro,06/10/1999 (23),"1,50 mill. €",2022/2023,1500000.0,laliga,espanyol-barcelona
66,Roger Martínez Mediocentro,05/04/2004 (19),400 mil €,2022/2023,400000.0,laliga,espanyol-barcelona
69,Dani Villahermosa Mediocentro,02/01/2001 (22),250 mil €,2022/2023,250000.0,laliga,espanyol-barcelona
72,Nico Melamed Mediocentro ofensivo,11/04/2001 (22),"6,00 mill. €",2022/2023,6000000.0,laliga,espanyol-barcelona
75,Denis Suárez Mediocentro ofensivo,06/01/1994 (29),"5,00 mill. €",2022/2023,5000000.0,laliga,espanyol-barcelona
78,Javi Puado Extremo izquierdo,25/05/1998 (25),"8,00 mill. €",2022/2023,8000000.0,laliga,espanyol-barcelona
81,José Carlos Lazo Extremo izquierdo,16/02/1996 (27),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
84,Abde Damar Extremo izquierdo,11/02/2000 (23),150 mil €,2022/2023,150000.0,laliga,espanyol-barcelona
87,Kenneth Soler Extremo izquierdo,16/02/2001 (22),100 mil €,2022/2023,100000.0,laliga,espanyol-barcelona
90,Adrián Embarba Extremo derecho,07/05/1992 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,espanyol-barcelona
93,Aleix Vidal Extremo derecho,21/08/1989 (33),"1,50 mill. €",2022/2023,1500000.0,laliga,espanyol-barcelona
96,Luca Koleosho Extremo derecho,15/09/2004 (18),"1,00 mill. €",2022/2023,1000000.0,laliga,espanyol-barcelona
99,Joselu Delantero centro,27/03/1990 (33),"6,00 mill. €",2022/2023,6000000.0,laliga,espanyol-barcelona
102,Martin Braithwaite Delantero centro,05/06/1991 (32),"5,00 mill. €",2022/2023,5000000.0,laliga,espanyol-barcelona
105,Dani Gómez Delantero centro,30/07/1998 (24),"1,50 mill. €",2022/2023,1500000.0,laliga,espanyol-barcelona
108,Nabil Touaizi Delantero centro,01/02/2001 (22),200 mil €,2022/2023,200000.0,laliga,espanyol-barcelona
0,Fernando Pacheco Portero,18/05/1992 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,ud-almeria
3,Fernando Martínez Portero,10/06/1990 (33),"2,00 mill. €",2022/2023,2000000.0,laliga,ud-almeria
6,Diego Mariño Portero,09/05/1990 (33),300 mil €,2022/2023,300000.0,laliga,ud-almeria
9,Diego Fuoli Portero,20/10/1997 (25),200 mil €,2022/2023,200000.0,laliga,ud-almeria
12,Srdjan Babic Defensa central,22/04/1996 (27),"3,50 mill. €",2022/2023,3500000.0,laliga,ud-almeria
15,Kaiky Defensa central,12/01/2004 (19),"3,00 mill. €",2022/2023,3000000.0,laliga,ud-almeria
18,Rodrigo Ely Defensa central,03/11/1993 (29),"3,00 mill. €",2022/2023,3000000.0,laliga,ud-almeria
21,Chumi Defensa central,02/03/1999 (24),"2,00 mill. €",2022/2023,2000000.0,laliga,ud-almeria
24,Sergio Akieme Lateral izquierdo,16/12/1997 (25),"7,50 mill. €",2022/2023,7500000.0,laliga,ud-almeria
27,Álex Centelles Lateral izquierdo,30/08/1999 (23),"1,50 mill. €",2022/2023,1500000.0,laliga,ud-almeria
30,Álex Pozo Lateral derecho,22/02/1999 (24),"3,00 mill. €",2022/2023,3000000.0,laliga,ud-almeria
33,Houboulang Mendes Lateral derecho,04/05/1998 (25),"2,00 mill. €",2022/2023,2000000.0,laliga,ud-almeria
36,Samú Costa Pivote,27/11/2000 (22),"5,00 mill. €",2022/2023,5000000.0,laliga,ud-almeria
39,Iñigo Eguaras Pivote,07/03/1992 (31),"1,20 mill. €",2022/2023,1200000.0,laliga,ud-almeria
42,César de la Hoz Pivote,30/03/1992 (31),"1,20 mill. €",2022/2023,1200000.0,laliga,ud-almeria
45,Lucas Robertone Mediocentro,18/03/1997 (26),"7,00 mill. €",2022/2023,7000000.0,laliga,ud-almeria
48,Gonzalo Melero Mediocentro,02/01/1994 (29),"4,00 mill. €",2022/2023,4000000.0,laliga,ud-almeria
51,Arnau Puigmal Mediocentro,10/01/2001 (22),"2,00 mill. €",2022/2023,2000000.0,laliga,ud-almeria
54,Gui Guedes Mediocentro,17/04/2002 (21),"1,20 mill. €",2022/2023,1200000.0,laliga,ud-almeria
57,Martin Svidersky Mediocentro,04/10/2002 (20),500 mil €,2022/2023,500000.0,laliga,ud-almeria
60,Marcos Peña Mediocentro,22/01/2005 (18),-,2022/2023,0.0,laliga,ud-almeria
63,Largie Ramazani Extremo izquierdo,27/02/2001 (22),"6,00 mill. €",2022/2023,6000000.0,laliga,ud-almeria
66,Lázaro Extremo izquierdo,12/03/2002 (21),"6,00 mill. €",2022/2023,6000000.0,laliga,ud-almeria
69,José Carlos Lazo Extremo izquierdo,16/02/1996 (27),"2,50 mill. €",2022/2023,2500000.0,laliga,ud-almeria
72,Adrián Embarba Extremo derecho,07/05/1992 (31),"2,50 mill. €",2022/2023,2500000.0,laliga,ud-almeria
75,Francisco Portillo Extremo derecho,13/06/1990 (33),"1,50 mill. €",2022/2023,1500000.0,laliga,ud-almeria
78,Curro Sánchez Extremo derecho,03/01/1996 (27),"1,00 mill. €",2022/2023,1000000.0,laliga,ud-almeria
81,Arvin Appiah Extremo derecho,05/01/2001 (22),500 mil €,2022/2023,500000.0,laliga,ud-almeria
84,Carlos Rojas Extremo derecho,18/04/2002 (21),-,2022/2023,0.0,laliga,ud-almeria
87,Umar Sadiq Delantero centro,02/02/1997 (26),"18,00 mill. €",2022/2023,18000000.0,laliga,ud-almeria
90,El Bilal Touré Delantero centro,03/10/2001 (21),"12,00 mill. €",2022/2023,12000000.0,laliga,ud-almeria
93,Luis Suárez Delantero centro,02/12/1997 (25),"8,00 mill. €",2022/2023,8000000.0,laliga,ud-almeria
96,Léo Baptistão Delantero centro,26/08/1992 (30),"1,80 mill. €",2022/2023,1800000.0,laliga,ud-almeria
99,Marko Milovanovic Delantero centro,04/08/2003 (19),"1,00 mill. €",2022/2023,1000000.0,laliga,ud-almeria
102,Dyego Sousa Delantero centro,14/09/1989 (33),800 mil €,2022/2023,800000.0,laliga,ud-almeria
105,Marciano Sanca Delantero centro,03/03/2004 (19),-,2022/2023,0.0,laliga,ud-almeria
0,Predrag Rajković Portero,31/10/1995 (27),"10,00 mill. €",2022/2023,10000000.0,laliga,rcd-mallorca
3,Dominik Greif Portero,06/04/1997 (26),"1,50 mill. €",2022/2023,1500000.0,laliga,rcd-mallorca
6,Leo Román Portero,06/07/2000 (22),300 mil €,2022/2023,300000.0,laliga,rcd-mallorca
9,Pere García Portero,22/03/2002 (21),25 mil €,2022/2023,25000.0,laliga,rcd-mallorca
12,Martin Valjent Defensa central,11/12/1995 (27),"4,50 mill. €",2022/2023,4500000.0,laliga,rcd-mallorca
15,Antonio Raíllo Defensa central,08/10/1991 (31),"4,00 mill. €",2022/2023,4000000.0,laliga,rcd-mallorca
18,José Copete Defensa central,10/10/1999 (23),"3,50 mill. €",2022/2023,3500000.0,laliga,rcd-mallorca
21,Dennis Hadzikadunic Defensa central,09/07/1998 (24),"3,00 mill. €",2022/2023,3000000.0,laliga,rcd-mallorca
24,Matija Nastasic Defensa central,28/03/1993 (30),"1,50 mill. €",2022/2023,1500000.0,laliga,rcd-mallorca
27,Franco Russo Defensa central,25/10/1994 (28),800 mil €,2022/2023,800000.0,laliga,rcd-mallorca
30,Benjamín Garay Defensa central,19/04/2000 (23),100 mil €,2022/2023,100000.0,laliga,rcd-mallorca
33,Josep Gayá Defensa central,07/07/2000 (22),100 mil €,2022/2023,100000.0,laliga,rcd-mallorca
36,Ludwig Augustinsson Lateral izquierdo,21/04/1994 (29),"2,50 mill. €",2022/2023,2500000.0,laliga,rcd-mallorca
39,Braian Cufré Lateral izquierdo,15/12/1996 (26),"1,20 mill. €",2022/2023,1200000.0,laliga,rcd-mallorca
42,Jaume Costa Lateral izquierdo,18/03/1988 (35),"1,20 mill. €",2022/2023,1200000.0,laliga,rcd-mallorca
45,Marcos Fernández Lateral izquierdo,17/07/2003 (19),25 mil €,2022/2023,25000.0,laliga,rcd-mallorca
48,Pablo Maffeo Lateral derecho,12/07/1997 (25),"8,00 mill. €",2022/2023,8000000.0,laliga,rcd-mallorca
51,Giovanni González Lateral derecho,20/09/1994 (28),"2,00 mill. €",2022/2023,2000000.0,laliga,rcd-mallorca
54,Miguelito Lateral derecho,12/01/2001 (22),50 mil €,2022/2023,50000.0,laliga,rcd-mallorca
